"user_id","session_id","session_number","platform_type","time_start_session","time_finish_session","length_session","amount_get_level","amount_get_gold"
"1000442",a1000442DE1,1,android,2023-02-03 20:03:09,2023-02-03 20:03:30,21,0,0
"1000444",i1000444RU1,1,iOS,2023-02-03 20:13:08,2023-02-03 20:19:19,371,6,1050
"1000444",i1000444RU2,2,iOS,2023-02-04 19:27:14,2023-02-04 19:32:33,319,2,3200
"1000447",i1000447GE1,1,iOS,2023-02-03 20:42:09,2023-02-03 20:42:09,0,0,0
"1000449",i1000449KZ1,1,iOS,2023-02-03 21:00:00,2023-02-03 21:06:07,367,6,1050
"1000449",i1000449KZ2,2,iOS,2023-02-04 20:14:19,2023-02-04 20:20:19,360,3,1700
"1000450",a1000450KZ1,1,android,2023-02-03 21:03:59,2023-02-03 21:04:20,21,0,0
"1000451",a1000451ES1,1,android,2023-02-03 21:06:52,2023-02-03 21:12:22,330,5,1050
"1000451",a1000451ES2,2,android,2023-02-03 21:54:13,2023-02-03 21:56:03,110,1,100
"1000452",i1000452KZ1,1,iOS,2023-02-03 21:20:47,2023-02-03 21:20:51,4,0,0
"1000455",a1000455GE1,1,android,2023-02-03 21:56:56,2023-02-03 21:57:42,46,1,50
"1000457",i1000457US1,1,iOS,2023-02-03 22:05:00,2023-02-03 22:05:00,0,0,0
"1000458",a1000458NL1,1,android,2023-02-03 22:18:34,2023-02-03 22:18:57,23,0,0
"1000460",a1000460KZ1,1,android,2023-02-03 22:33:57,2023-02-03 22:40:08,371,6,1050
"1000460",a1000460KZ2,2,android,2023-02-04 21:48:24,2023-02-04 21:57:24,540,5,2000
"1000460",a1000460KZ3,3,android,2023-02-05 21:19:40,2023-02-05 21:21:55,135,1,1000
"1000462",i1000462US1,1,iOS,2023-02-03 22:50:11,2023-02-03 22:55:11,300,4,950
"1000464",a1000464RU1,1,android,2023-02-03 23:05:04,2023-02-03 23:11:11,367,6,1050
"1000464",a1000464RU2,2,android,2023-02-04 22:45:33,2023-02-04 22:53:36,483,3,2000
"1000465",a1000465KZ1,1,android,1970-01-01 03:00:00,2023-02-03 23:12:53,1675455173,0,0
"1000468",a1000468RU1,1,android,2023-02-03 23:34:39,2023-02-03 23:38:09,210,3,850
"1000469",i1000469RU1,1,iOS,2023-02-03 23:48:19,2023-02-03 23:54:25,366,6,1050
"1000469",i1000469RU2,2,iOS,2023-02-04 23:35:51,2023-02-04 23:43:29,458,4,2000
"1000473",a1000473IT1,1,android,2023-02-04 00:13:40,2023-02-04 00:14:13,33,0,0
"1000476",a1000476DE1,1,android,2023-02-04 00:43:20,2023-02-04 00:43:40,20,0,0
"1000478",i1000478BY1,1,iOS,2023-02-04 01:10:03,2023-02-04 01:10:23,20,0,0
"1000479",i1000479RU1,1,iOS,2023-02-04 01:14:12,2023-02-04 01:19:53,341,6,1050
"1000479",i1000479RU2,2,iOS,2023-02-05 00:48:34,2023-02-05 00:56:45,491,4,2000
"1000480",i1000480US1,1,iOS,2023-02-04 01:28:12,2023-02-04 01:34:22,370,6,1050
"1000480",i1000480US2,2,iOS,2023-02-05 01:24:26,2023-02-05 01:32:32,486,3,2000
"1000483",a1000483CA1,1,android,2023-02-04 01:51:46,2023-02-04 01:56:24,278,4,950
"1000486",a1000486RU1,1,android,2023-02-04 02:15:43,2023-02-04 02:15:43,0,0,0
"1000487",a1000487US1,1,android,2023-02-04 02:29:36,2023-02-04 02:30:07,31,0,0
"1000488",a1000488RU1,1,android,2023-02-04 02:38:35,2023-02-04 02:38:55,20,0,0
"1000489",i1000489DE1,1,iOS,2023-02-04 02:48:06,2023-02-04 02:48:22,16,0,0
"1000490",a1000490US1,1,android,2023-02-04 03:01:24,2023-02-04 03:01:30,6,0,0
"1000491",a1000491RU1,1,android,2023-02-04 03:07:33,2023-02-04 03:09:09,96,2,650
"1000498",a1000498LV1,1,android,2023-02-04 04:12:36,2023-02-04 04:17:39,303,4,950
"1000499",i1000499KZ1,1,iOS,2023-02-04 04:15:05,2023-02-04 04:16:52,107,2,650
"1000501",a1000501RU1,1,android,2023-02-04 04:37:40,2023-02-04 04:37:58,18,0,0
"1000504",a1000504RU1,1,android,2023-02-04 04:58:38,2023-02-04 04:58:48,10,0,0
"1000506",i1000506US1,1,iOS,2023-02-04 05:09:36,2023-02-04 05:09:40,4,0,0
"1000507",i1000507RU1,1,iOS,2023-02-04 05:16:03,2023-02-04 05:16:16,13,0,0
"1000509",a1000509RU1,1,android,2023-02-04 05:31:14,2023-02-04 05:31:30,16,0,0
"1000515",i1000515PL1,1,iOS,2023-02-04 06:06:22,2023-02-04 06:09:32,190,3,850
"1000517",a1000517DE1,1,android,2023-02-04 06:29:13,2023-02-04 06:29:51,38,0,0
"1000520",i1000520KZ1,1,iOS,2023-02-04 07:00:38,2023-02-04 07:00:54,16,0,0
"1000521",a1000521RU1,1,android,2023-02-04 07:14:22,2023-02-04 07:25:41,679,3,950
"1000523",a1000523RU1,1,android,1970-01-01 03:00:00,2023-02-04 07:26:54,1675484814,0,0
"1000527",i1000527US1,1,iOS,2023-02-04 07:55:26,2023-02-04 07:55:45,19,0,0
"1000528",i1000528US1,1,iOS,2023-02-04 08:04:37,2023-02-04 08:08:14,217,4,850
"1000537",i1000537RU1,1,iOS,2023-02-04 09:09:09,2023-02-04 09:09:09,0,0,0
"1000538",a1000538RU1,1,android,2023-02-04 09:23:17,2023-02-04 09:23:57,40,0,0
"1000540",i1000540RU1,1,iOS,2023-02-04 09:40:54,2023-02-04 09:41:20,26,0,0
"1000542",a1000542RU1,1,android,2023-02-04 09:59:49,2023-02-04 10:00:33,44,1,50
"1000546",a1000546BY1,1,android,2023-02-04 10:46:50,2023-02-04 10:47:00,10,0,0
"1000548",a1000548RU1,1,android,2023-02-04 11:04:43,2023-02-04 11:08:09,206,4,850
"1000549",a1000549US1,1,android,2023-02-04 11:10:23,2023-02-04 11:10:23,0,0,0
"1000551",i1000551US1,1,iOS,2023-02-04 11:21:47,2023-02-04 11:22:27,40,0,0
"1000554",a1000554RU1,1,android,2023-02-04 11:41:16,2023-02-04 11:41:37,21,0,0
"1000555",i1000555PL1,1,iOS,2023-02-04 11:50:43,2023-02-04 11:50:43,0,0,0
"1000556",a1000556RU1,1,android,2023-02-04 11:56:33,2023-02-04 11:57:12,39,0,0
"1000557",a1000557KZ1,1,android,2023-02-04 12:09:47,2023-02-04 12:14:39,292,4,950
"1000558",a1000558RU1,1,android,2023-02-04 12:15:28,2023-02-04 12:20:02,274,4,950
"1000561",i1000561RU1,1,iOS,2023-02-04 12:41:00,2023-02-04 12:41:10,10,0,0
"1000562",a1000562DE1,1,android,2023-02-04 12:45:13,2023-02-04 12:45:58,45,1,50
"1000563",i1000563US1,1,iOS,2023-02-04 12:58:12,2023-02-04 12:58:45,33,0,0
"1000564",a1000564BY1,1,android,2023-02-04 13:11:30,2023-02-04 13:12:15,45,0,0
"1000574",i1000574US1,1,iOS,2023-02-04 14:31:06,2023-02-04 14:31:06,0,0,0
"1000575",a1000575BY1,1,android,2023-02-04 14:44:23,2023-02-04 14:48:16,233,4,850
"1000576",a1000576LT1,1,android,2023-02-04 14:50:14,2023-02-04 14:50:18,4,0,0
"1000577",a1000577BY1,1,android,2023-02-04 15:03:50,2023-02-04 15:09:56,366,6,1050
"1000577",a1000577BY2,2,android,2023-02-05 14:41:08,2023-02-05 14:49:32,504,5,2000
"1000577",a1000577BY3,3,android,2023-02-06 14:11:57,2023-02-06 14:13:24,87,1,1000
"1000578",i1000578RU1,1,iOS,2023-02-04 15:09:42,2023-02-04 15:09:45,3,0,0
"1000579",a1000579ES1,1,android,2023-02-04 15:11:55,2023-02-04 15:12:08,13,0,0
"1000581",a1000581RU1,1,android,2023-02-04 15:19:51,2023-02-04 15:20:09,18,0,0
"1000582",a1000582RU1,1,android,2023-02-04 15:28:51,2023-02-04 15:28:59,8,0,0
"1000584",a1000584US1,1,android,2023-02-04 15:47:15,2023-02-04 15:47:34,19,0,0
"1000585",i1000585DE1,1,iOS,2023-02-04 16:01:08,2023-02-04 16:05:47,279,4,950
"1000587",i1000587RU1,1,iOS,2023-02-04 16:15:34,2023-02-04 16:15:49,15,0,0
"1000589",i1000589IT1,1,iOS,2023-02-04 16:38:46,2023-02-04 16:39:02,16,0,0
"1000594",a1000594RU1,1,android,2023-02-04 17:24:28,2023-02-04 17:25:06,38,0,0
"1000595",a1000595US1,1,android,2023-02-04 17:30:17,2023-02-04 17:36:36,379,6,1050
"1000595",a1000595US2,2,android,2023-02-05 17:11:07,2023-02-05 17:19:54,527,4,2000
"1000596",a1000596NL1,1,android,2023-02-04 17:44:01,2023-02-04 17:44:26,25,0,0
"1000598",a1000598PL1,1,android,2023-02-04 17:53:12,2023-02-04 17:53:12,0,0,0
"1000600",a1000600US1,1,android,2023-02-04 18:12:34,2023-02-04 18:12:42,8,0,0
"1000601",a1000601CA1,1,android,2023-02-04 18:16:52,2023-02-04 18:19:34,162,2,750
"1000602",i1000602PL1,1,iOS,2023-02-04 18:25:56,2023-02-04 18:25:59,3,0,0
"1000603",a1000603US1,1,android,2023-02-04 18:30:08,2023-02-04 18:30:49,41,0,0
"1000604",a1000604RU1,1,android,2023-02-04 18:44:22,2023-02-04 18:44:44,22,0,0
"1000608",a1000608US1,1,android,2023-02-04 19:10:24,2023-02-04 19:10:44,20,0,0
"1000609",a1000609US1,1,android,1970-01-01 03:00:00,2023-02-04 19:22:33,1675527753,0,0
"1000610",a1000610RU1,1,android,1970-01-01 03:00:00,2023-02-04 19:24:55,1675527895,0,0
"1000611",i1000611RU1,1,iOS,2023-02-04 19:32:00,2023-02-04 19:32:43,43,0,0
"1000612",i1000612LV1,1,iOS,2023-02-04 19:45:36,2023-02-04 19:45:36,0,0,0
"1000616",i1000616IT1,1,iOS,2023-02-04 20:15:15,2023-02-04 20:15:21,6,0,0
"1000617",i1000617KZ1,1,iOS,2023-02-04 20:28:40,2023-02-04 20:29:00,20,0,0
"1000619",i1000619RU1,1,iOS,2023-02-04 20:44:48,2023-02-04 20:45:27,39,0,0
"1000620",a1000620KZ1,1,android,2023-02-04 20:53:31,2023-02-04 20:53:58,27,0,0
"1000622",a1000622RU1,1,android,2023-02-04 21:01:59,2023-02-04 21:03:42,103,1,650
"1000623",i1000623DE1,1,iOS,2023-02-04 21:15:09,2023-02-04 21:16:49,100,1,650
"1000624",i1000624KZ1,1,iOS,2023-02-04 21:29:20,2023-02-04 21:29:37,17,0,0
"1000625",a1000625BY1,1,android,2023-02-04 21:42:54,2023-02-04 21:42:54,0,0,0
"1000626",i1000626BY1,1,iOS,2023-02-04 21:51:20,2023-02-04 21:55:45,265,4,950
"1000627",a1000627ES1,1,android,2023-02-04 21:53:54,2023-02-04 21:56:26,152,2,750
"1000629",a1000629US1,1,android,2023-02-04 22:11:41,2023-02-04 22:17:33,352,6,1050
"1000629",a1000629US2,2,android,2023-02-05 21:47:17,2023-02-05 21:53:36,379,3,1700
"1000632",a1000632GE1,1,android,2023-02-04 22:35:43,2023-02-04 22:35:52,9,0,0
"1000633",a1000633KZ1,1,android,2023-02-04 22:44:24,2023-02-04 22:44:28,4,0,0
"1000635",i1000635KZ1,1,iOS,2023-02-04 23:02:18,2023-02-04 23:06:51,273,4,950
"1000636",a1000636US1,1,android,2023-02-04 23:11:24,2023-02-04 23:11:37,13,0,0
"1000637",a1000637RU1,1,android,2023-02-04 23:14:28,2023-02-04 23:15:12,44,1,50
"1000638",i1000638RU1,1,iOS,2023-02-04 23:18:14,2023-02-04 23:18:59,45,1,50
"1000643",a1000643US1,1,android,2023-02-04 23:48:18,2023-02-04 23:48:33,15,0,0
"1000644",i1000644RU1,1,iOS,2023-02-04 23:57:18,2023-02-05 00:01:38,260,4,950
"1000648",i1000648US1,1,iOS,2023-02-05 00:28:22,2023-02-05 00:29:06,44,1,50
"1000649",i1000649GE1,1,iOS,2023-02-05 00:34:20,2023-02-05 00:34:20,0,0,0
"1000650",a1000650ES1,1,android,2023-02-05 00:47:11,2023-02-05 00:47:27,16,0,0
"1000651",i1000651CA1,1,iOS,2023-02-05 00:57:00,2023-02-05 00:57:37,37,0,0
"1000652",a1000652KZ1,1,android,2023-02-05 01:10:21,2023-02-05 01:12:08,107,1,650
"1000654",a1000654US1,1,android,2023-02-05 01:30:18,2023-02-05 01:30:36,18,0,0
"1000655",a1000655ES1,1,android,2023-02-05 01:38:41,2023-02-05 01:39:16,35,0,0
"1000657",i1000657PL1,1,iOS,2023-02-05 01:52:24,2023-02-05 01:52:32,8,0,0
"1000659",a1000659RU1,1,android,2023-02-05 02:15:00,2023-02-05 02:15:21,21,0,0
"1000660",a1000660GE1,1,android,2023-02-05 02:21:03,2023-02-05 02:26:59,356,5,1050
"1000660",a1000660GE2,2,android,2023-02-05 02:54:44,2023-02-05 03:08:13,809,0,100
"1000662",a1000662DE1,1,android,2023-02-05 02:30:56,2023-02-05 02:34:43,227,3,850
"1000663",i1000663DE1,1,iOS,2023-02-05 02:36:33,2023-02-05 02:36:35,2,0,0
"1000664",a1000664US1,1,android,1970-01-01 03:00:00,2023-02-05 02:40:36,1675554036,0,0
"1000665",i1000665DE1,1,iOS,2023-02-05 02:47:57,2023-02-05 02:47:57,0,0,0
"1000666",a1000666GE1,1,android,2023-02-05 02:56:48,2023-02-05 02:56:57,9,0,0
"1000670",i1000670IT1,1,iOS,2023-02-05 03:32:38,2023-02-05 03:32:43,5,0,0
"1000671",a1000671RU1,1,android,2023-02-05 03:37:33,2023-02-05 03:43:09,336,6,1050
"1000671",a1000671RU2,2,android,2023-02-06 03:11:54,2023-02-06 03:19:55,481,4,2000
"1000672",a1000672IT1,1,android,2023-02-05 03:40:38,2023-02-05 03:42:24,106,2,650
"1000674",a1000674US1,1,android,2023-02-05 03:54:09,2023-02-05 03:58:00,231,4,850
"1000675",i1000675BY1,1,iOS,2023-02-05 03:57:42,2023-02-05 03:59:18,96,2,650
"1000677",a1000677RU1,1,android,2023-02-05 04:25:26,2023-02-05 04:35:05,579,3,950
"1000678",i1000678BY1,1,iOS,2023-02-05 04:38:58,2023-02-05 04:39:37,39,0,0
"1000680",a1000680RU1,1,android,2023-02-05 05:02:10,2023-02-05 05:05:52,222,4,850
"1000683",a1000683RU1,1,android,2023-02-05 05:34:08,2023-02-05 05:34:12,4,0,0
"1000684",a1000684RU1,1,android,2023-02-05 05:37:39,2023-02-05 05:38:14,35,0,0
"1000686",a1000686RU1,1,android,2023-02-05 05:52:39,2023-02-05 05:53:17,38,0,0
"1000687",i1000687RU1,1,iOS,2023-02-05 06:02:12,2023-02-05 06:07:55,343,6,1050
"1000687",i1000687RU2,2,iOS,2023-02-06 05:44:22,2023-02-06 05:52:01,459,4,2000
"1000688",i1000688RU1,1,iOS,2023-02-05 06:11:14,2023-02-05 06:11:19,5,0,0
"1000689",i1000689CA1,1,iOS,2023-02-05 06:24:30,2023-02-05 06:27:31,181,2,750
"1000690",a1000690PL1,1,android,2023-02-05 06:28:42,2023-02-05 06:34:19,337,6,1050
"1000690",a1000690PL2,2,android,2023-02-06 06:19:34,2023-02-06 06:27:01,447,5,2000
"1000690",a1000690PL3,3,android,2023-02-07 06:02:07,2023-02-07 06:04:09,122,1,1000
"1000692",i1000692KZ1,1,iOS,2023-02-05 06:38:53,2023-02-05 06:39:24,31,0,0
"1000693",a1000693ES1,1,android,2023-02-05 06:52:40,2023-02-05 06:53:31,51,1,50
"1000694",a1000694RU1,1,android,2023-02-05 06:57:53,2023-02-05 07:10:07,734,3,950
"1000699",a1000699KZ1,1,android,2023-02-05 07:35:15,2023-02-05 07:41:40,385,6,1050
"1000699",a1000699KZ2,2,android,2023-02-06 07:26:57,2023-02-06 07:34:26,449,5,2000
"1000699",a1000699KZ3,3,android,2023-02-07 07:00:47,2023-02-07 07:02:11,84,1,1000
"1000700",i1000700US1,1,iOS,2023-02-05 07:49:38,2023-02-05 07:50:20,42,1,50
"1000702",i1000702DE1,1,iOS,2023-02-05 08:08:17,2023-02-05 08:09:47,90,2,650
"1000703",a1000703BY1,1,android,2023-02-05 08:17:56,2023-02-05 08:18:25,29,0,0
"1000704",a1000704RU1,1,android,2023-02-05 08:27:03,2023-02-05 08:30:59,236,2,850
"1000706",i1000706LV1,1,iOS,2023-02-05 08:54:01,2023-02-05 08:54:41,40,0,0
"1000710",i1000710IT1,1,iOS,2023-02-05 09:36:19,2023-02-05 09:45:47,568,3,950
"1000711",a1000711KZ1,1,android,2023-02-05 09:45:34,2023-02-05 09:48:00,146,3,750
"1000712",i1000712KZ1,1,iOS,2023-02-05 09:50:34,2023-02-05 09:56:50,376,6,1050
"1000712",i1000712KZ2,2,iOS,2023-02-06 09:43:27,2023-02-06 09:50:51,444,4,2000
"1000713",i1000713US1,1,iOS,2023-02-05 09:55:11,2023-02-05 09:55:15,4,0,0
"1000714",i1000714RU1,1,iOS,2023-02-05 10:04:49,2023-02-05 10:05:35,46,1,50
"1000716",i1000716DE1,1,iOS,2023-02-05 10:16:05,2023-02-05 10:23:59,474,3,950
"1000717",a1000717LT1,1,android,2023-02-05 10:29:38,2023-02-05 10:30:14,36,0,0
"1000718",i1000718DE1,1,iOS,2023-02-05 10:38:42,2023-02-05 10:40:16,94,2,650
"1000719",i1000719KZ1,1,iOS,2023-02-05 10:52:30,2023-02-05 10:52:39,9,0,0
"1000723",a1000723LT1,1,android,1970-01-01 03:00:00,2023-02-05 11:28:28,1675585708,0,0
"1000724",a1000724RU1,1,android,2023-02-05 11:39:14,2023-02-05 11:39:55,41,0,0
"1000727",i1000727RU1,1,iOS,2023-02-05 12:15:13,2023-02-05 12:20:52,339,6,1050
"1000727",i1000727RU2,2,iOS,2023-02-06 11:41:32,2023-02-06 11:48:58,446,4,2000
"1000729",a1000729RU1,1,android,2023-02-05 12:24:14,2023-02-05 12:24:34,20,0,0
"1000732",a1000732BY1,1,android,2023-02-05 12:46:48,2023-02-05 12:47:25,37,0,0
"1000734",i1000734IT1,1,iOS,2023-02-05 13:01:35,2023-02-05 13:01:39,4,0,0
"1000738",a1000738US1,1,android,2023-02-05 13:24:23,2023-02-05 13:25:09,46,1,50
"1000740",a1000740IT1,1,android,2023-02-05 13:44:16,2023-02-05 13:46:31,135,3,750
"1000741",a1000741US1,1,android,2023-02-05 13:48:26,2023-02-05 13:48:31,5,0,0
"1000742",a1000742RU1,1,android,2023-02-05 13:52:49,2023-02-05 13:52:53,4,0,0
"1000743",a1000743US1,1,android,2023-02-05 14:01:35,2023-02-05 14:02:24,49,1,50
"1000744",i1000744IT1,1,iOS,2023-02-05 14:15:09,2023-02-05 14:15:54,45,0,0
"1000745",i1000745IT1,1,iOS,2023-02-05 14:20:50,2023-02-05 14:27:32,402,5,1050
"1000745",i1000745IT2,2,iOS,2023-02-05 15:12:38,2023-02-05 15:14:11,93,1,100
"1000746",i1000746US1,1,iOS,2023-02-05 14:26:36,2023-02-05 14:27:15,39,1,50
"1000747",i1000747US1,1,iOS,2023-02-05 14:35:27,2023-02-05 14:35:55,28,0,0
"1000748",a1000748KZ1,1,android,2023-02-05 14:48:58,2023-02-05 14:49:21,23,0,0
"1000749",i1000749RU1,1,iOS,2023-02-05 14:51:53,2023-02-05 14:52:25,32,0,0
"1000750",a1000750PL1,1,android,2023-02-05 14:54:10,2023-02-05 14:54:14,4,0,0
"1000751",a1000751KZ1,1,android,2023-02-05 15:07:28,2023-02-05 15:09:50,142,3,750
"1000752",i1000752US1,1,iOS,2023-02-05 15:12:02,2023-02-05 15:12:09,7,0,0
"1000754",a1000754RU1,1,android,2023-02-05 15:31:29,2023-02-05 15:31:50,21,0,0
"1000755",a1000755RU1,1,android,2023-02-05 15:45:19,2023-02-05 15:45:23,4,0,0
"1000757",a1000757KZ1,1,android,2023-02-05 16:02:23,2023-02-05 16:02:58,35,0,0
"1000758",a1000758ES1,1,android,2023-02-05 16:07:05,2023-02-05 16:07:10,5,0,0
"1000761",a1000761RU1,1,android,2023-02-05 16:30:30,2023-02-05 16:32:19,109,2,650
"1000762",i1000762US1,1,iOS,1970-01-01 03:00:00,2023-02-05 16:43:18,1675604598,0,0
"1000764",a1000764US1,1,android,2023-02-05 16:56:06,2023-02-05 17:00:49,283,4,950
"1000765",i1000765CA1,1,iOS,2023-02-05 17:09:20,2023-02-05 17:15:26,366,5,1050
"1000765",i1000765CA2,2,iOS,2023-02-05 18:03:31,2023-02-05 18:14:18,647,0,100
"1000766",a1000766LV1,1,android,2023-02-05 17:22:43,2023-02-05 17:28:50,367,5,1050
"1000766",a1000766LV2,2,android,2023-02-05 18:22:13,2023-02-05 18:23:32,79,1,100
"1000770",i1000770PL1,1,iOS,2023-02-05 17:54:28,2023-02-05 17:54:33,5,0,0
"1000772",i1000772US1,1,iOS,2023-02-05 18:17:02,2023-02-05 18:19:39,157,3,750
"1000773",i1000773DE1,1,iOS,2023-02-05 18:22:27,2023-02-05 18:26:04,217,4,850
"1000775",i1000775IT1,1,iOS,2023-02-05 18:41:36,2023-02-05 18:42:20,44,0,0
"1000776",a1000776RU1,1,android,2023-02-05 18:55:07,2023-02-05 18:55:11,4,0,0
"1000777",i1000777RU1,1,iOS,2023-02-05 18:59:49,2023-02-05 19:01:34,105,2,650
"1000778",a1000778DE1,1,android,2023-02-05 19:05:25,2023-02-05 19:11:28,363,6,1050
"1000778",a1000778DE2,2,android,2023-02-06 19:03:11,2023-02-06 19:11:07,476,5,2000
"1000778",a1000778DE3,3,android,2023-02-07 18:38:44,2023-02-07 18:40:44,120,1,1000
"1000782",a1000782ES1,1,android,2023-02-05 19:36:34,2023-02-05 19:36:49,15,0,0
"1000783",a1000783RU1,1,android,1970-01-01 03:00:00,2023-02-05 19:40:17,1675615217,0,0
"1000787",a1000787US1,1,android,2023-02-05 20:17:51,2023-02-05 20:17:56,5,0,0
"1000788",i1000788RU1,1,iOS,1970-01-01 03:00:00,2023-02-05 20:22:13,1675617733,0,0
"1000790",i1000790KZ1,1,iOS,2023-02-05 20:46:28,2023-02-05 20:47:03,35,0,0
"1000793",a1000793ES1,1,android,2023-02-05 21:07:19,2023-02-05 21:08:02,43,0,0
"1000799",a1000799BY1,1,android,2023-02-05 21:59:55,2023-02-05 22:00:03,8,0,0
"1000800",a1000800US1,1,android,2023-02-05 22:05:34,2023-02-05 22:11:40,366,6,1050
"1000800",a1000800US2,2,android,2023-02-06 22:01:30,2023-02-06 22:09:06,456,4,2000
"1000801",a1000801NL1,1,android,1970-01-01 03:00:00,2023-02-05 22:08:07,1675624087,0,0
"1000803",a1000803KZ1,1,android,2023-02-05 22:22:46,2023-02-05 22:22:48,2,0,0
"1000810",a1000810PL1,1,android,2023-02-05 23:16:18,2023-02-05 23:16:51,33,0,0
"1000812",a1000812PL1,1,android,2023-02-05 23:34:39,2023-02-05 23:34:48,9,0,0
"1000813",a1000813DE1,1,android,2023-02-05 23:48:18,2023-02-05 23:49:03,45,1,50
"1000814",a1000814US1,1,android,2023-02-05 23:50:45,2023-02-05 23:51:15,30,0,0
"1000816",a1000816RU1,1,android,2023-02-06 00:09:32,2023-02-06 00:11:20,108,2,650
"1000817",a1000817RU1,1,android,2023-02-06 00:15:06,2023-02-06 00:15:17,11,0,0
"1000819",a1000819GE1,1,android,2023-02-06 00:32:42,2023-02-06 00:33:37,55,1,50
"1000823",i1000823PL1,1,iOS,2023-02-06 01:14:16,2023-02-06 01:14:53,37,0,0
"1000825",a1000825ES1,1,android,2023-02-06 01:31:32,2023-02-06 01:38:21,409,5,1050
"1000825",a1000825ES2,2,android,2023-02-06 02:06:39,2023-02-06 02:07:59,80,1,100
"1000826",a1000826NL1,1,android,2023-02-06 01:37:52,2023-02-06 01:38:39,47,0,0
"1000828",a1000828RU1,1,android,2023-02-06 01:59:48,2023-02-06 02:00:03,15,0,0
"1000829",i1000829US1,1,iOS,2023-02-06 02:05:32,2023-02-06 02:05:47,15,0,0
"1000834",a1000834CA1,1,android,2023-02-06 02:48:53,2023-02-06 02:48:58,5,0,0
"1000835",a1000835CA1,1,android,2023-02-06 03:03:09,2023-02-06 03:03:46,37,0,0
"1000837",a1000837US1,1,android,2023-02-06 03:22:41,2023-02-06 03:24:30,109,2,650
"1000838",a1000838US1,1,android,2023-02-06 03:31:26,2023-02-06 03:31:41,15,0,0
"1000841",a1000841KZ1,1,android,2023-02-06 03:52:32,2023-02-06 03:52:32,0,0,0
"1000842",i1000842RU1,1,iOS,2023-02-06 04:01:44,2023-02-06 04:06:39,295,4,950
"1000846",a1000846RU1,1,android,2023-02-06 04:39:21,2023-02-06 04:39:28,7,0,0
"1000848",a1000848RU1,1,android,2023-02-06 05:07:09,2023-02-06 05:07:24,15,0,0
"1000849",i1000849GE1,1,iOS,2023-02-06 05:15:41,2023-02-06 05:22:12,391,6,1050
"1000849",i1000849GE2,2,iOS,2023-02-07 04:34:01,2023-02-07 04:41:47,466,4,2000
"1000850",a1000850RU1,1,android,2023-02-06 05:29:29,2023-02-06 05:29:43,14,0,0
"1000852",i1000852US1,1,iOS,2023-02-06 05:52:56,2023-02-06 05:57:08,252,4,950
"1000853",a1000853RU1,1,android,2023-02-06 06:01:34,2023-02-06 06:04:15,161,3,750
"1000857",a1000857RU1,1,android,2023-02-06 06:35:16,2023-02-06 06:36:00,44,0,0
"1000858",a1000858PL1,1,android,2023-02-06 06:45:14,2023-02-06 06:51:33,379,6,1050
"1000858",a1000858PL2,2,android,2023-02-07 06:10:42,2023-02-07 06:17:49,427,4,2000
"1000859",a1000859ES1,1,android,2023-02-06 06:48:45,2023-02-06 06:49:04,19,0,0
"1000860",i1000860US1,1,iOS,2023-02-06 06:58:08,2023-02-06 06:58:50,42,0,0
"1000861",a1000861RU1,1,android,2023-02-06 07:02:31,2023-02-06 07:02:45,14,0,0
"1000862",i1000862KZ1,1,iOS,2023-02-06 07:15:36,2023-02-06 07:15:43,7,0,0
"1000863",a1000863IT1,1,android,2023-02-06 07:20:40,2023-02-06 07:20:58,18,0,0
"1000865",a1000865RU1,1,android,2023-02-06 07:28:21,2023-02-06 07:28:24,3,0,0
"1000866",i1000866BY1,1,iOS,2023-02-06 07:30:31,2023-02-06 07:30:34,3,0,0
"1000873",a1000873RU1,1,android,2023-02-06 08:25:22,2023-02-06 08:26:10,48,0,0
"1000874",a1000874PL1,1,android,2023-02-06 08:34:38,2023-02-06 08:43:12,514,2,950
"1000878",a1000878RU1,1,android,2023-02-06 09:12:29,2023-02-06 09:19:14,405,6,1050
"1000878",a1000878RU2,2,android,2023-02-07 09:10:50,2023-02-07 09:18:16,446,4,2000
"1000879",i1000879US1,1,iOS,2023-02-06 09:18:25,2023-02-06 09:18:36,11,0,0
"1000880",a1000880PL1,1,android,2023-02-06 09:31:44,2023-02-06 09:31:49,5,0,0
"1000881",i1000881US1,1,iOS,2023-02-06 09:40:49,2023-02-06 09:40:52,3,0,0
"1000882",a1000882DE1,1,android,2023-02-06 09:55:01,2023-02-06 09:55:24,23,0,0
"1000883",a1000883BY1,1,android,2023-02-06 10:03:40,2023-02-06 10:04:30,50,1,50
"1000884",i1000884RU1,1,iOS,2023-02-06 10:17:39,2023-02-06 10:17:48,9,0,0
"1000885",i1000885IT1,1,iOS,2023-02-06 10:27:06,2023-02-06 10:27:06,0,0,0
"1000889",a1000889IT1,1,android,2023-02-06 10:47:43,2023-02-06 10:50:20,157,3,750
"1000890",i1000890RU1,1,iOS,2023-02-06 11:01:30,2023-02-06 11:01:34,4,0,0
"1000894",a1000894GE1,1,android,2023-02-06 11:41:56,2023-02-06 11:42:00,4,0,0
"1000895",a1000895RU1,1,android,2023-02-06 11:47:56,2023-02-06 11:48:00,4,0,0
"1000897",a1000897NL1,1,android,2023-02-06 12:04:08,2023-02-06 12:04:30,22,0,0
"1000901",a1000901NL1,1,android,2023-02-06 12:36:43,2023-02-06 12:36:57,14,0,0
