"user_id","country","platform_type","type_traffic","payer","total_revenue","max_level","amount_gold","amount_bronze_cup","amount_silver_cup","amount_gold_cup","install_date"
"1000611",RU,iOS,paid,0,0.0,0,0,0,0,0,2023-02-04 19:30:36
"1000612",LV,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 19:44:11
"1000616",IT,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 20:13:22
"1000617",KZ,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 20:26:57
"1000619",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-04 20:42:54
"1000620",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-04 20:52:07
"1000622",RU,android,organic,0,0.0,1,650,0,0,0,2023-02-04 21:00:10
"1000623",DE,iOS,organic,0,0.0,1,650,0,0,0,2023-02-04 21:13:45
"1000624",KZ,iOS,paid,0,0.0,0,0,0,0,0,2023-02-04 21:27:20
"1000625",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-04 21:40:55
"1000626",BY,iOS,organic,0,0.0,4,950,0,0,0,2023-02-04 21:50:08
"1000627",ES,android,organic,0,0.0,2,750,0,0,0,2023-02-04 21:52:30
"1000629",US,android,organic,1,99.0,9,2750,0,0,0,2023-02-04 22:10:19
"1000632",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-04 22:33:49
"1000633",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-04 22:43:02
"1000635",KZ,iOS,organic,0,0.0,4,950,0,0,0,2023-02-04 23:00:51
"1000636",US,android,paid,0,0.0,0,0,0,0,0,2023-02-04 23:10:04
"1000637",RU,android,organic,0,0.0,1,50,0,0,0,2023-02-04 23:12:26
"1000638",RU,iOS,paid,0,0.0,1,50,0,0,0,2023-02-04 23:16:40
"1000643",US,android,organic,0,0.0,0,0,0,0,0,2023-02-04 23:46:46
"1000644",RU,iOS,organic,0,0.0,4,950,0,0,0,2023-02-04 23:55:59
"1000648",US,iOS,organic,0,0.0,1,50,0,0,0,2023-02-05 00:26:50
"1000649",GE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 00:32:31
"1000650",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-05 00:46:06
"1000651",CA,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 00:55:19
"1000652",KZ,android,organic,0,0.0,1,650,0,0,0,2023-02-05 01:08:54
"1000654",US,android,organic,0,0.0,0,0,0,0,0,2023-02-05 01:28:10
"1000655",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-05 01:37:23
"1000657",PL,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 01:50:50
"1000659",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-05 02:13:38
"1000660",GE,android,organic,1,199.0,5,1150,0,0,0,2023-02-05 02:19:19
"1000662",DE,android,organic,0,0.0,3,850,0,0,0,2023-02-05 02:29:14
"1000663",DE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 02:34:55
"1000664",US,android,paid,0,0.0,0,0,0,0,0,2023-02-05 02:40:36
"1000665",DE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 02:46:17
"1000666",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-05 02:55:30
"1000670",IT,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 03:30:43
"1000671",RU,android,paid,0,0.0,10,3050,0,0,0,2023-02-05 03:36:24
"1000672",IT,android,organic,0,0.0,2,650,0,0,0,2023-02-05 03:38:46
"1000674",US,android,paid,0,0.0,4,850,0,0,0,2023-02-05 03:52:13
"1000675",BY,iOS,paid,0,0.0,2,650,0,0,0,2023-02-05 03:56:27
"1000677",RU,android,paid,1,399.0,3,950,0,0,0,2023-02-05 04:23:37
"1000678",BY,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 04:37:12
"1000680",RU,android,organic,0,0.0,4,850,0,0,0,2023-02-05 05:00:00
"1000683",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-05 05:32:01
"1000684",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-05 05:36:15
"1000686",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-05 05:51:09
"1000687",RU,iOS,organic,0,0.0,10,3050,0,0,0,2023-02-05 06:00:22
"1000688",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 06:09:35
"1000689",CA,iOS,organic,0,0.0,2,750,0,0,0,2023-02-05 06:23:10
"1000690",PL,android,organic,0,0.0,12,4050,0,0,0,2023-02-05 06:27:24
"1000692",KZ,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 06:37:19
"1000693",ES,android,organic,0,0.0,1,50,0,0,0,2023-02-05 06:50:54
"1000694",RU,android,organic,1,399.0,3,950,0,0,0,2023-02-05 06:56:35
"1000699",KZ,android,paid,0,0.0,12,4050,0,0,0,2023-02-05 07:34:09
"1000700",US,iOS,paid,0,0.0,1,50,0,0,0,2023-02-05 07:47:44
"1000702",DE,iOS,paid,0,0.0,2,650,0,0,0,2023-02-05 08:07:00
"1000703",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-05 08:16:13
"1000704",RU,android,organic,0,0.0,2,850,0,0,0,2023-02-05 08:25:26
"1000706",LV,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 08:52:36
"1000710",IT,iOS,organic,1,399.0,3,950,0,0,0,2023-02-05 09:34:40
"1000711",KZ,android,organic,0,0.0,3,750,0,0,0,2023-02-05 09:43:53
"1000712",KZ,iOS,organic,0,0.0,10,3050,0,0,0,2023-02-05 09:49:34
"1000713",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 09:53:48
"1000714",RU,iOS,organic,0,0.0,1,50,0,0,0,2023-02-05 10:03:01
"1000716",DE,iOS,paid,1,399.0,3,950,0,0,0,2023-02-05 10:14:23
"1000717",LT,android,paid,0,0.0,0,0,0,0,0,2023-02-05 10:27:58
"1000718",DE,iOS,paid,0,0.0,2,650,0,0,0,2023-02-05 10:37:11
"1000719",KZ,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 10:50:46
"1000723",LT,android,organic,0,0.0,0,0,0,0,0,2023-02-05 11:28:28
"1000724",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-05 11:37:41
"1000727",RU,iOS,organic,0,0.0,10,3050,0,0,0,2023-02-05 12:14:04
"1000729",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-05 12:22:32
"1000732",BY,android,paid,0,0.0,0,0,0,0,0,2023-02-05 12:45:12
"1000734",IT,iOS,paid,0,0.0,0,0,0,0,0,2023-02-05 13:00:06
"1000738",US,android,organic,0,0.0,1,50,0,0,0,2023-02-05 13:23:03
"1000740",IT,android,organic,0,0.0,3,750,0,0,0,2023-02-05 13:42:19
"1000741",US,android,organic,0,0.0,0,0,0,0,0,2023-02-05 13:46:33
"1000742",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-05 13:50:47
"1000743",US,android,paid,0,0.0,1,50,0,0,0,2023-02-05 14:00:00
"1000744",IT,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 14:13:35
"1000745",IT,iOS,organic,0,0.0,6,1150,0,0,0,2023-02-05 14:19:16
"1000746",US,iOS,organic,0,0.0,1,50,0,0,0,2023-02-05 14:24:57
"1000747",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 14:34:10
"1000748",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-05 14:47:45
"1000749",RU,iOS,paid,0,0.0,0,0,0,0,0,2023-02-05 14:50:07
"1000750",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-05 14:52:29
"1000751",KZ,android,organic,0,0.0,3,750,0,0,0,2023-02-05 15:06:04
"1000752",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 15:10:18
"1000754",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-05 15:29:34
"1000755",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-05 15:43:09
"1000757",KZ,android,paid,0,0.0,0,0,0,0,0,2023-02-05 16:00:58
"1000758",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-05 16:05:12
"1000761",RU,android,organic,0,0.0,2,650,0,0,0,2023-02-05 16:29:19
"1000762",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 16:42:54
"1000764",US,android,paid,0,0.0,4,950,0,0,0,2023-02-05 16:54:29
"1000765",CA,iOS,organic,1,199.0,5,1150,0,0,0,2023-02-05 17:08:04
"1000766",LV,android,organic,0,0.0,6,1150,0,0,0,2023-02-05 17:21:39
"1000770",PL,iOS,paid,0,0.0,0,0,0,0,0,2023-02-05 17:52:30
"1000772",US,iOS,paid,0,0.0,3,750,0,0,0,2023-02-05 18:15:18
"1000773",DE,iOS,organic,0,0.0,4,850,0,0,0,2023-02-05 18:20:59
"1000775",IT,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 18:40:15
"1000776",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-05 18:53:50
"1000777",RU,iOS,organic,0,0.0,2,650,0,0,0,2023-02-05 18:58:04
"1000778",DE,android,organic,0,0.0,12,4050,0,0,0,2023-02-05 19:03:45
"1000782",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-05 19:34:36
"1000783",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-05 19:40:17
"1000787",US,android,organic,0,0.0,0,0,0,0,0,2023-02-05 20:16:32
"1000788",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 20:22:13
"1000790",KZ,iOS,organic,0,0.0,0,0,0,0,0,2023-02-05 20:45:01
"1000793",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-05 21:05:36
"1000799",BY,android,paid,0,0.0,0,0,0,0,0,2023-02-05 21:58:12
"1000800",US,android,organic,0,0.0,10,3050,0,0,0,2023-02-05 22:03:53
"1000801",NL,android,paid,0,0.0,0,0,0,0,0,2023-02-05 22:08:07
"1000803",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-05 22:21:34
"1000810",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-05 23:14:52
"1000812",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-05 23:33:18
"1000813",DE,android,organic,0,0.0,1,50,0,0,0,2023-02-05 23:46:53
"1000814",US,android,paid,0,0.0,0,0,0,0,0,2023-02-05 23:49:15
"1000816",RU,android,organic,0,0.0,2,650,0,0,0,2023-02-06 00:07:41
"1000817",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 00:13:22
"1000819",GE,android,organic,0,0.0,1,50,0,0,0,2023-02-06 00:31:11
"1000823",PL,iOS,paid,0,0.0,0,0,0,0,0,2023-02-06 01:12:25
"1000825",ES,android,organic,0,0.0,6,1150,0,0,0,2023-02-06 01:30:14
"1000826",NL,android,organic,0,0.0,0,0,0,0,0,2023-02-06 01:35:55
"1000828",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 01:58:43
"1000829",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 02:04:24
"1000834",CA,android,organic,0,0.0,0,0,0,0,0,2023-02-06 02:47:47
"1000835",CA,android,organic,0,0.0,0,0,0,0,0,2023-02-06 03:01:22
"1000837",US,android,organic,0,0.0,2,650,0,0,0,2023-02-06 03:20:38
"1000838",US,android,organic,0,0.0,0,0,0,0,0,2023-02-06 03:29:51
"1000841",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-06 03:50:26
"1000842",RU,iOS,organic,0,0.0,4,950,0,0,0,2023-02-06 03:59:39
"1000846",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 04:38:11
"1000848",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 05:05:21
"1000849",GE,iOS,paid,0,0.0,10,3050,0,0,0,2023-02-06 05:14:34
"1000850",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 05:28:09
"1000852",US,iOS,paid,0,0.0,4,950,0,0,0,2023-02-06 05:50:57
"1000853",RU,android,organic,0,0.0,3,750,0,0,0,2023-02-06 06:00:10
"1000857",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-06 06:33:56
"1000858",PL,android,organic,0,0.0,10,3050,0,0,0,2023-02-06 06:43:09
"1000859",ES,android,paid,0,0.0,0,0,0,0,0,2023-02-06 06:47:23
"1000860",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 06:56:36
"1000861",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 07:00:50
"1000862",KZ,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 07:14:25
"1000863",IT,android,organic,0,0.0,0,0,0,0,0,2023-02-06 07:18:39
"1000865",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 07:26:42
"1000866",BY,iOS,paid,0,0.0,0,0,0,0,0,2023-02-06 07:29:04
"1000873",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-06 08:24:02
"1000874",PL,android,organic,1,499.0,2,950,0,0,0,2023-02-06 08:33:15
"1000878",RU,android,organic,0,0.0,10,3050,0,0,0,2023-02-06 09:10:57
"1000879",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 09:16:38
"1000880",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-06 09:30:13
"1000881",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 09:39:26
"1000882",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-06 09:53:01
"1000883",BY,android,paid,0,0.0,1,50,0,0,0,2023-02-06 10:02:14
"1000884",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 10:15:49
"1000885",IT,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 10:25:02
"1000889",IT,android,organic,0,0.0,3,750,0,0,0,2023-02-06 10:46:19
"1000890",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 10:59:54
"1000894",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-06 11:40:31
"1000895",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 11:46:12
"1000897",NL,android,paid,0,0.0,0,0,0,0,0,2023-02-06 12:02:09
"1000901",NL,android,organic,0,0.0,0,0,0,0,0,2023-02-06 12:34:52
"1000902",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-06 12:44:05
"1000904",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-06 12:54:00
"1000905",RU,iOS,organic,0,0.0,2,650,0,0,0,2023-02-06 13:07:35
"1000907",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-06 13:25:24
"1000908",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 13:29:38
"1000914",NL,iOS,paid,0,0.0,0,0,0,0,0,2023-02-06 14:17:28
"1000915",PL,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 14:26:41
"1000916",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 14:40:16
"1000918",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-06 14:56:13
"1000919",IT,android,organic,0,0.0,0,0,0,0,0,2023-02-06 15:05:26
"1000922",ES,android,organic,0,0.0,2,650,0,0,0,2023-02-06 15:22:42
"1000923",KZ,android,paid,0,0.0,0,0,0,0,0,2023-02-06 15:31:55
"1000924",US,android,organic,0,0.0,3,750,0,0,0,2023-02-06 15:36:09
"1000925",US,android,organic,0,0.0,0,0,0,0,0,2023-02-06 15:45:22
"1000927",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-06 16:03:11
"1000931",DE,android,organic,0,0.0,2,650,0,0,0,2023-02-06 16:32:59
"1000932",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-06 16:42:12
"1000933",GE,android,paid,0,0.0,0,0,0,0,0,2023-02-06 16:44:34
"1000934",US,android,organic,0,0.0,0,0,0,0,0,2023-02-06 16:48:48
"1000935",GE,android,paid,0,0.0,0,0,0,0,0,2023-02-06 17:02:23
"1000936",RU,iOS,organic,0,0.0,3,750,0,0,0,2023-02-06 17:08:04
"1000937",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 17:13:45
"1000938",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-06 17:19:26
"1000939",NL,android,organic,0,0.0,0,0,0,0,0,2023-02-06 17:23:40
"1000942",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 17:51:19
"1000943",KZ,android,organic,0,0.0,10,3050,0,0,0,2023-02-06 17:55:33
"1000945",BY,android,paid,0,0.0,0,0,0,0,0,2023-02-06 18:07:08
"1000946",US,iOS,organic,0,0.0,1,50,0,0,0,2023-02-06 18:11:22
"1000949",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-06 18:33:00
"1000950",KZ,iOS,organic,0,0.0,9,3050,0,0,0,2023-02-06 18:46:35
"1000953",DE,iOS,organic,0,0.0,2,650,0,0,0,2023-02-06 19:15:04
"1000954",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-06 19:28:39
"1000956",DE,android,organic,0,0.0,1,50,0,0,0,2023-02-06 19:43:33
"1000957",KZ,android,paid,0,0.0,0,0,0,0,0,2023-02-06 19:57:08
"1000959",US,android,organic,0,0.0,0,0,0,0,0,2023-02-06 20:19:56
"1000961",PL,android,organic,0,0.0,2,750,0,0,0,2023-02-06 20:34:50
"1000963",DE,iOS,organic,0,0.0,1,50,0,0,0,2023-02-06 20:57:38
"1000966",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 21:29:02
"1000967",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 21:38:15
"1000968",PL,iOS,organic,0,0.0,12,4050,0,0,0,2023-02-06 21:42:29
"1000970",KZ,iOS,organic,0,0.0,1,50,0,0,0,2023-02-06 21:57:23
"1000971",DE,iOS,paid,0,0.0,0,0,0,0,0,2023-02-06 22:01:37
"1000972",KZ,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 22:10:50
"1000973",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-06 22:24:25
"1000974",KZ,iOS,organic,0,0.0,1,50,0,0,0,2023-02-06 22:33:38
"1000975",US,android,organic,0,0.0,0,0,0,0,0,2023-02-06 22:42:51
"1000977",RU,android,paid,0,0.0,2,650,0,0,0,2023-02-06 23:05:39
"1000980",IT,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 23:16:04
"1000983",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 23:41:14
"1000984",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-06 23:50:27
"1000987",DE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 00:10:38
"1000988",RU,android,organic,0,0.0,10,3050,0,0,0,2023-02-07 00:19:51
"1000989",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 00:25:32
"1000990",NL,android,organic,0,0.0,0,0,0,0,0,2023-02-07 00:34:45
"1000991",NL,android,organic,0,0.0,2,650,0,0,0,2023-02-07 00:48:20
"1000995",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 01:06:31
"1000996",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-07 01:15:44
"1001001",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-07 01:45:25
"1001002",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 01:49:39
"1001003",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-07 01:55:20
"1001005",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-07 02:14:36
"1001009",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 02:52:18
"1001011",KZ,android,organic,0,0.0,2,750,0,0,0,2023-02-07 03:00:21
"1001015",RU,iOS,organic,1,99.0,9,2750,0,0,0,2023-02-07 03:36:36
"1001017",PL,android,organic,0,0.0,0,0,0,0,0,2023-02-07 03:55:52
"1001020",US,iOS,paid,0,0.0,4,950,0,0,0,2023-02-07 04:17:55
"1001021",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 04:23:36
"1001022",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 04:37:11
"1001024",CA,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 04:55:37
"1001025",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-07 05:01:18
"1001026",DE,iOS,organic,0,0.0,2,650,0,0,0,2023-02-07 05:10:31
"1001027",DE,android,organic,0,0.0,3,750,0,0,0,2023-02-07 05:24:06
"1001032",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-07 06:16:13
"1001033",US,android,organic,0,0.0,0,0,0,0,0,2023-02-07 06:21:54
"1001034",US,android,organic,0,0.0,12,4050,0,0,0,2023-02-07 06:31:07
"1001037",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 06:41:32
"1001038",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 06:55:07
"1001039",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-07 07:04:20
"1001040",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 07:17:55
"1001044",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-07 07:52:05
"1001045",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 08:05:40
"1001047",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 08:20:34
"1001054",GE,android,paid,0,0.0,0,0,0,0,0,2023-02-07 09:34:02
"1001055",KZ,android,organic,0,0.0,2,750,0,0,0,2023-02-07 09:36:24
"1001057",ES,android,organic,0,0.0,0,0,0,0,0,2023-02-07 09:43:00
"1001058",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-07 09:56:35
"1001067",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-07 11:03:33
"1001071",US,android,organic,0,0.0,3,850,0,0,0,2023-02-07 11:28:35
"1001072",RU,iOS,paid,0,0.0,1,50,0,0,0,2023-02-07 11:30:57
"1001073",RU,android,paid,0,0.0,4,950,0,0,0,2023-02-07 11:44:32
"1001074",KZ,android,organic,0,0.0,0,0,0,0,0,2023-02-07 11:48:46
"1001077",PL,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 12:09:21
"1001080",US,android,organic,0,0.0,4,950,0,0,0,2023-02-07 12:45:44
"1001081",PL,android,paid,0,0.0,0,0,0,0,0,2023-02-07 12:59:19
"1001082",CA,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 13:01:41
"1001084",US,iOS,paid,0,0.0,0,0,0,0,0,2023-02-07 13:16:35
"1001085",IT,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 13:25:48
"1001087",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 13:52:58
"1001089",GE,android,organic,0,0.0,0,0,0,0,0,2023-02-07 14:11:24
"1001092",DE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 14:30:32
"1001093",US,android,organic,0,0.0,2,650,0,0,0,2023-02-07 14:32:54
"1001099",IT,iOS,organic,0,0.0,4,950,0,0,0,2023-02-07 15:15:07
"1001100",RU,iOS,organic,0,0.0,12,4050,0,0,0,2023-02-07 15:28:42
"1001101",RU,iOS,paid,0,0.0,0,0,0,0,0,2023-02-07 15:42:17
"1001102",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-07 15:51:30
"1001104",IT,android,paid,0,0.0,0,0,0,0,0,2023-02-07 16:10:46
"1001105",RU,iOS,organic,0,0.0,12,4050,0,0,0,2023-02-07 16:24:21
"1001106",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 16:28:35
"1001107",BY,android,organic,0,0.0,3,850,0,0,0,2023-02-07 16:34:16
"1001108",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 16:43:29
"1001109",KZ,android,paid,0,0.0,0,0,0,0,0,2023-02-07 16:52:42
"1001111",BY,android,organic,0,0.0,0,0,0,0,0,2023-02-07 16:59:18
"1001113",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-07 17:22:06
"1001115",BY,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 17:30:09
"1001116",BY,android,organic,1,299.0,8,4250,0,0,0,2023-02-07 17:34:23
"1001117",US,android,organic,0,0.0,0,0,0,0,0,2023-02-07 17:47:58
"1001118",US,android,organic,0,0.0,0,0,0,0,0,2023-02-07 17:57:11
"1001119",BY,android,organic,0,0.0,4,850,0,0,0,2023-02-07 18:02:52
"1001121",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 18:21:18
"1001122",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 18:25:32
"1001123",KZ,android,paid,0,0.0,0,0,0,0,0,2023-02-07 18:27:54
"1001124",GE,iOS,organic,0,0.0,3,750,0,0,0,2023-02-07 18:41:29
"1001125",BY,iOS,paid,0,0.0,0,0,0,0,0,2023-02-07 18:47:10
"1001127",BY,android,organic,0,0.0,4,950,0,0,0,2023-02-07 19:05:36
"1001131",GE,android,paid,0,0.0,0,0,0,0,0,2023-02-07 19:40:49
"1001132",US,iOS,paid,0,0.0,0,0,0,0,0,2023-02-07 19:45:03
"1001133",BY,android,organic,0,0.0,10,3050,0,0,0,2023-02-07 19:54:16
"1001134",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 19:59:57
"1001135",RU,android,organic,0,0.0,2,650,0,0,0,2023-02-07 20:13:32
"1001136",US,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 20:22:45
"1001138",RU,android,organic,0,0.0,12,4050,0,0,0,2023-02-07 20:45:33
"1001139",GE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 20:54:46
"1001141",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-07 21:06:21
"1001142",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-07 21:10:35
"1001144",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-07 21:24:02
"1001145",ES,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 21:26:24
"1001146",BY,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 21:39:59
"1001147",KZ,iOS,organic,0,0.0,1,50,0,0,0,2023-02-07 21:42:21
"1001149",ES,android,organic,0,0.0,4,950,0,0,0,2023-02-07 21:52:16
"1001151",RU,iOS,organic,0,0.0,6,1150,0,0,0,2023-02-07 22:07:10
"1001152",US,iOS,paid,0,0.0,0,0,0,0,0,2023-02-07 22:16:23
"1001153",US,android,paid,0,0.0,4,950,0,0,0,2023-02-07 22:22:04
"1001154",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 22:27:45
"1001156",RU,android,organic,0,0.0,3,750,0,0,0,2023-02-07 22:47:01
"1001158",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-07 23:09:49
"1001159",GE,iOS,organic,0,0.0,10,3050,0,0,0,2023-02-07 23:19:02
"1001160",GE,android,organic,0,0.0,4,950,0,0,0,2023-02-07 23:28:15
"1001161",RU,android,paid,0,0.0,10,3050,0,0,0,2023-02-07 23:33:56
"1001162",DE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-07 23:38:10
"1001167",DE,android,organic,0,0.0,0,0,0,0,0,2023-02-08 00:16:47
"1001171",DE,iOS,organic,0,0.0,0,0,0,0,0,2023-02-08 00:44:06
"1001172",DE,iOS,paid,0,0.0,0,0,0,0,0,2023-02-08 00:49:47
"1001177",RU,iOS,organic,0,0.0,0,0,0,0,0,2023-02-08 01:37:45
"1001178",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-08 01:41:59
"1001179",RU,android,organic,0,0.0,0,0,0,0,0,2023-02-08 01:51:12
"1001183",DE,iOS,organic,0,0.0,1,50,0,0,0,2023-02-08 02:22:03
"1001186",RU,android,organic,0,0.0,4,950,0,0,0,2023-02-08 02:39:19
"1001187",RU,android,paid,0,0.0,0,0,0,0,0,2023-02-08 02:48:32
"1001188",ES,android,organic,0,0.0,4,850,0,0,0,2023-02-08 02:57:45
"1001189",US,android,paid,0,0.0,0,0,0,0,0,2023-02-08 03:11:20
"1001190",BY,android,organic,0,0.0,10,3050,0,0,0,2023-02-08 03:17:01
